system:index,PANELID,first,.geo
000000000000000006c2,1731,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c3,1732,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c4,1733,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c5,1734,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c6,1735,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c7,1736,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c8,1737,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006c9,1738,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ca,1739,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cb,1740,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cc,1741,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cd,1742,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ce,1743,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006cf,1744,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d0,1745,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d1,1746,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d2,1747,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d3,1748,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d4,1749,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d5,1750,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d6,1751,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d7,1752,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d8,1753,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006d9,1754,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006da,1755,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006db,1756,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006dc,1757,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006dd,1758,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006de,1759,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006df,1760,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e0,1761,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e1,1762,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e2,1763,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e3,1764,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e4,1765,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e5,1766,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e6,1767,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e7,1768,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e8,1769,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006e9,1770,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ea,1771,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006eb,1772,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ec,1773,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ed,1774,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ee,1775,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ef,1776,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f0,1777,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f1,1778,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f2,1779,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f3,1780,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f4,1781,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f5,1782,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f6,1783,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f7,1784,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f8,1785,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006f9,1786,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fa,1787,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fb,1788,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fc,1789,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fd,1790,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006fe,1791,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000006ff,1792,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000700,1793,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000701,1794,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000702,1795,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000703,1796,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000704,1797,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000705,1798,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000706,1799,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000707,1800,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000708,1801,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000709,1802,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070a,1803,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070b,1804,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070c,1805,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070d,1806,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070e,1807,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000070f,1808,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000710,1809,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000711,1810,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000712,1811,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000713,1812,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000714,1813,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000715,1814,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000716,1815,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000717,1816,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000718,1817,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000719,1818,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071a,1819,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071b,1820,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071c,1821,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071d,1822,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071e,1823,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000071f,1824,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000720,1825,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000721,1826,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000722,1827,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000723,1828,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000724,1829,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000725,1830,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000726,1831,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000727,1832,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000728,1833,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000729,1834,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072a,1835,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072b,1836,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072c,1837,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000072d,1838,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000731,1842,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000732,1843,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000733,1844,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000734,1845,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000735,1846,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ee,1263,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ef,1264,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004f0,1265,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b3,1204,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b4,1205,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b5,1206,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b6,1207,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b7,1208,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b8,1209,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b9,1210,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ba,1211,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000397,920,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000398,921,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000399,922,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039a,923,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039b,924,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039c,925,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039d,926,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039e,927,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000039f,928,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a0,929,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a1,930,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a2,931,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a3,932,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a4,933,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a5,934,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a6,935,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a7,936,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a8,937,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a9,938,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003aa,939,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ab,940,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ac,941,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ad,942,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ae,943,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003af,944,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b0,945,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b1,946,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b2,947,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b3,948,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b4,949,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b5,950,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b6,951,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b7,952,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b8,953,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003b9,954,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ba,955,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bb,956,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bc,957,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bd,958,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003be,959,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003bf,960,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c0,961,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c1,962,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c2,963,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c3,964,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c4,965,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c5,966,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c6,967,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c7,968,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c8,969,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c9,970,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ca,971,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cb,972,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cc,973,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cd,974,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ce,975,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003cf,976,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d0,977,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d1,978,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d2,979,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003d3,980,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c4,4293,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034a,843,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a41,2626,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a42,2627,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e81,3714,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e82,3715,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e83,3716,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e84,3717,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e85,3718,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e86,3719,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e87,3720,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e88,3721,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e89,3722,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e8a,3723,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000e8b,3724,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000574,1397,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000575,1398,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000037f,896,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000380,897,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000381,898,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000382,899,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000383,900,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000384,901,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000385,902,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000386,903,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000387,904,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000388,905,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000389,906,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038a,907,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038b,908,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038c,909,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038d,910,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038e,911,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000038f,912,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000390,913,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000391,914,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000392,915,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000393,916,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000394,917,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000778,1913,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000779,1914,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077a,1915,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077b,1916,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077c,1917,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077d,1918,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077e,1919,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000077f,1920,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000780,1921,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000781,1922,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000782,1923,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000783,1924,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000784,1925,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c7,712,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c8,713,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c9,714,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ca,715,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cb,716,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cc,717,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cd,718,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ce,719,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002cf,720,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d0,721,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d1,722,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d2,723,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d3,724,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d4,725,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d5,726,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d6,727,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d7,728,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d8,729,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d9,730,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002da,731,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002db,732,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dc,733,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dd,734,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002de,735,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002df,736,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e0,737,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e1,738,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e2,739,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e3,740,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e4,741,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e5,742,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e6,743,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e7,744,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e8,745,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002e9,746,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ea,747,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002eb,748,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ec,749,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ed,750,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ee,751,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f0,1521,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f1,1522,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f2,1523,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f3,1524,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f4,1525,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f5,1526,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f6,1527,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f7,1528,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f8,1529,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005f9,1530,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005fa,1531,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005fb,1532,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005fc,1533,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005fd,1534,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005fe,1535,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000005ff,1536,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000600,1537,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000601,1538,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000602,1539,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000603,1540,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000604,1541,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000605,1542,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000606,1543,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000607,1544,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000608,1545,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000609,1546,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060a,1547,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060b,1548,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060c,1549,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060d,1550,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060e,1551,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000060f,1552,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000610,1553,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000611,1554,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000612,1555,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000613,1556,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000614,1557,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000615,1558,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000616,1559,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000617,1560,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000618,1561,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000619,1562,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061a,1563,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061b,1564,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061c,1565,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061d,1566,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061e,1567,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000061f,1568,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000620,1569,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000621,1570,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000622,1571,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000623,1572,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000624,1573,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000625,1574,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000626,1575,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000627,1576,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000628,1577,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000629,1578,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062a,1579,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062b,1580,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062c,1581,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062d,1582,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062e,1583,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000062f,1584,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000630,1585,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000631,1586,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000632,1587,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000633,1588,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000634,1589,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000635,1590,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000636,1591,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000637,1592,,"{""type"":""MultiPoint"",""coordinates"":[]}"
